회사명,주요제품,비고,종목코드,국적,상장유형,증권구분,상장일,철회일,상장주선인/지정자문인,업종,액면가 (원),공모가 (원),공모금액 (천원),최초상장주식수 (주),유통가능주식수(주),유통비율,공모주식수,신주모집수량,구주매출수량,신주비중,구주비중,인수수수료,수수료율,수요예측 경쟁률,일반청약 경쟁률,기관투자자 참여건수,기관투자자 참여건수(국내),기관투자자 참여건수(해외),일반청약자 청약건수,의무보유 확약,청약증거금(백만원),수요예측일(시작),수요예측일(마감),청약일(시작),청약일(마감),납입일,희망공모가하단(원),희망공모가상단(원),결정 수준,주당평가가액(원),할인율(하단),할인율(상단),상장요건,평가등급(상위),평가등급(하위),가치평가방법,증권신고서 상 멀티플
~,,NEW_자동추가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스마트레이더시스템,모빌리티 및 비모빌리티용 4D이미징레이다,,424960,대한민국,신규상장,주권,2023-08-22,,대신증권(주),"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",500,"8,000","17,760,000","14,836,340",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
넥스틸,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",,092790,대한민국,신규상장,주권,2023-08-21,,하나증권주식회사,1차 철강 제조업,500,"11,500","80,500,000","26,002,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
빅텐츠,"방송영상 제작, 공급",,210120,대한민국,이전상장,주권,2023-08-17,,엔에이치투자증권(주),"영화, 비디오물, 방송프로그램 제작 및 배급업",500,"23,000","10,768,600","3,144,610",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
SK증권제10호스팩,기업인수합병,,457940,대한민국,신규상장,주권,2023-08-11,,SK증권(주),금융 지원 서비스업,100,"2,000","6,000,000","3,310,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
큐리옥스바이오시스템즈,세포 전처리 자동화기기 등,,445680,대한민국,신규상장,주권,2023-08-10,,키움증권(주),의료용 기기 제조업,500,"13,000","18,200,000","8,010,968",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
코츠테크놀로지,"싱글보드컴퓨터(SBC), 군용 전시기 등",,448710,대한민국,신규상장,주권,2023-08-10,,한국투자증권(주),컴퓨터 및 주변장치 제조업,100,"13,000","13,000,000","5,081,792",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하나28호스팩,기업인수합병,,454750,대한민국,신규상장,주권,2023-08-10,,하나증권주식회사,금융 지원 서비스업,100,"2,000","13,000,000","7,202,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
KB제26호스팩,기업인수목적,,458320,대한민국,신규상장,주권,2023-08-10,,KB증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,505,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
NICE평가정보,"개인 및 기업정보, 솔루션",,030190,대한민국,이전상장,주권,2023-08-08,,대신증권(주),기타 정보 서비스업,500,-,-,"60,714,820",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
파두,SSD 컨트롤러,,440110,대한민국,신규상장,주권,2023-08-07,,"한국투자증권(주),엔에이치투자증권(주)",반도체 제조업,100,"31,000","193,750,000","48,052,977",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엠아이큐브솔루션,"스마트팩토리 솔루션, 제조지능화 솔루션",,373170,대한민국,신규상장,주권,2023-08-04,,한국투자증권(주),소프트웨어 개발 및 공급업,100,"12,000","14,520,000","4,831,300",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
시지트로닉스,특화반도체 소자,,429270,대한민국,신규상장,주권,2023-08-03,,유안타증권(주),반도체 제조업,500,"25,000","22,500,000","4,506,250",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
에피바이오텍,탈모 치료제,,446440,대한민국,신규상장,주권,2023-07-31,,한국투자증권(주),자연과학 및 공학 연구개발업,500,-,-,"2,297,504",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
조선내화,내화 요업제품,,462520,대한민국,재상장,주권,2023-07-28,,대신증권(주),"내화, 비내화 요업제품 제조업",500,-,-,"11,855,168",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에이엘티,반도체 테스트 및 패키징(반도체 후공정),,172670,대한민국,신규상장,주권,2023-07-27,,미래에셋증권 주식회사,반도체 제조업,500,"25,000","22,500,000","8,489,671",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
파로스아이바이오,PHI-101 급성골수성백혈병 치료제 및 재발성난소암 치료제,,388870,대한민국,신규상장,주권,2023-07-27,,한국투자증권(주),자연과학 및 공학 연구개발업,500,"14,000","19,600,000","12,918,962",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유안타제14호스팩,금융 지원 서비스,,450940,대한민국,신규상장,주권,2023-07-27,,유안타증권(주),금융 지원 서비스업,100,"2,000","8,000,000","4,540,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
버넥트,산업용 XR 솔루션,,438700,대한민국,신규상장,주권,2023-07-26,,대신증권(주),소프트웨어 개발 및 공급업,500,"16,000","30,720,000","10,869,600",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
길교이앤씨,강합성 라멘교,,456700,대한민국,신규상장,주권,2023-07-26,,SK증권(주),"건축기술, 엔지니어링 및 관련 기술 서비스업",500,-,-,"900,000",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
뷰티스킨,"화장품 제조, 브랜드, 유통 사업",,406820,대한민국,신규상장,주권,2023-07-24,,DB증권주식회사,기타 화학제품 제조업,500,"26,000","11,440,000","3,534,040",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
SK증권제9호스팩,기업인수목적회사,,455910,대한민국,신규상장,주권,2023-07-21,,SK증권(주),금융 지원 서비스업,100,"2,000","8,000,000","5,020,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
와이랩,만화출판물의 제작 및 영상물 제작,,432430,대한민국,신규상장,주권,2023-07-20,,한국투자증권(주),"영화, 비디오물, 방송프로그램 제작 및 배급업",500,"9,000","27,000,000","15,831,354",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
센서뷰,"T&M 케이블, 초소형 전송선로",,321370,대한민국,신규상장,주권,2023-07-19,,삼성증권(주),절연선 및 케이블 제조업,500,"4,500","17,550,000","25,937,910",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
아이엠지티,치료용 집속초음파 기기,,456570,대한민국,신규상장,주권,2023-07-19,,미래에셋증권(주),의료용품 및 기타 의약 관련제품 제조업,500,-,-,"4,762,195",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
필에너지,2차전지 제조장비,,378340,대한민국,신규상장,주권,2023-07-14,,미래에셋증권 주식회사,특수 목적용 기계 제조업,500,"34,000","95,625,000","9,404,412",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
DB금융스팩11호,기업인수목적,,456440,대한민국,신규상장,주권,2023-07-12,,DB증권주식회사,기타 금융업,100,"2,000","10,000,000","5,315,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이노시뮬레이션,"스마트 모빌리티 시뮬레이터, XR 가상훈련 시스템 등",,274400,대한민국,신규상장,주권,2023-07-06,,하나증권주식회사,소프트웨어 개발 및 공급업,500,"15,000","13,500,000","7,819,826",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
교보14호스팩,기업 인수 및 합병,,456490,대한민국,신규상장,주권,2023-07-06,,교보증권(주),금융 지원 서비스업,100,"2,000","7,700,000","4,200,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이브이파킹서비스,전기차 충전 솔루션 및 인프라,,419700,대한민국,신규상장,주권,2023-07-05,,해당없음,기계장비 및 관련 물품 도매업,100,-,-,"15,266,666",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
알멕,알루미늄 압출 제품,,354320,대한민국,신규상장,주권,2023-06-30,,엔에이치투자증권(주),1차 비철금속 제조업,500,"50,000","50,000,000","5,966,381",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
오픈놀,미니인턴플랫폼(커리어 및 채용 플랫폼),,440320,대한민국,신규상장,주권,2023-06-30,,하나증권주식회사,소프트웨어 개발 및 공급업,100,"10,000","16,500,000","9,687,820",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
시큐센,"디지털 금융 서비스 구축, 모바일 보안솔루션, 생체인증 전자서명",,232830,대한민국,이전상장,주권,2023-06-29,,신한투자증권 주식회사,소프트웨어 개발 및 공급업,500,"3,000","5,844,000","11,515,472",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하나29호스팩,기업인수합병,,454640,대한민국,신규상장,주권,2023-06-28,,하나증권주식회사,금융 지원 서비스업,100,"2,000","9,000,000","5,401,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔에이치스팩29호,금융 지원 서비스업,,451700,대한민국,신규상장,주권,2023-06-23,,엔에이치투자증권(주),금융 지원 서비스업,100,"2,000","25,500,000","14,350,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
KB제25호스팩,기업인수합병,,455250,대한민국,신규상장,주권,2023-06-23,,KB증권(주),금융 지원 서비스업,100,"2,000","8,000,000","4,305,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하이제8호스팩,기업인수합병,,450050,대한민국,신규상장,주권,2023-06-22,,iM증권,금융 지원 서비스업,100,"2,000","8,500,000","5,014,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
비에이치,FPCB (연성인쇄회로기판),,090460,대한민국,이전상장,주권,2023-06-20,,엔에이치투자증권(주),전자부품 제조업,500,-,-,"34,464,379",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
가이아코퍼레이션,"유아용품, 완구, 굿즈",,296520,대한민국,신규상장,주권,2023-06-20,,키움증권(주),생활용품 도매업,500,-,-,"4,667,008",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
프로테옴텍,알레르기 진단 제품,,303360,대한민국,이전상장,주권,2023-06-16,,키움증권(주),의료용 기기 제조업,500,"4,500","7,200,000","12,874,715",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
동국씨엠,"냉연강판, 칼라강판",,460850,대한민국,재상장,주권,2023-06-16,,대신증권(주),1차 철강 제조업,"5,000",-,-,"29,898,656",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
동국제강,"봉강,형강,후판,냉연강판,칼라강판",,460860,대한민국,재상장,주권,2023-06-16,,대신증권(주),1차 철강 제조업,"5,000",-,-,"49,608,017",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
큐라티스,"백신 및 면역증강제 개발제조업, CMO/CDMO",,348080,대한민국,신규상장,주권,2023-06-15,,"대신증권(주),신영증권(주)",자연과학 및 공학 연구개발업,500,"4,000","14,000,000","26,876,911",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
마녀공장,자연주의 기능성 화장품,,439090,대한민국,신규상장,주권,2023-06-08,,한국투자증권(주),기타 화학제품 제조업,100,"16,000","32,000,000","16,378,260",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나라셀라,와인 도소매,,405920,대한민국,신규상장,주권,2023-06-02,,신영증권(주),음·식료품 및 담배 도매업,"5,000","20,000","29,000,000","6,439,038",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
진영,"가구용 ASA플라스틱 시트, 엣지밴드",,285800,대한민국,신규상장,주권,2023-06-01,,iM증권,플라스틱제품 제조업,100,"5,000","21,250,000","17,105,570",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이수스페셜티케미컬,석유화학제품 및 정밀화학제품,,457190,대한민국,재상장,주권,2023-05-31,,엔에이치투자증권(주),기초 화학물질 제조업,"5,000",-,-,"5,508,749",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
OCI,"폴리실리콘,타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",,456040,대한민국,재상장,주권,2023-05-30,,엔에이치투자증권(주),기초 화학물질 제조업,"5,000",-,-,"7,436,729",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
기가비스,반도체 기판용 광학검사 및 수리장비,,420770,대한민국,신규상장,주권,2023-05-24,,삼성증권(주),특수 목적용 기계 제조업,200,"43,000","95,385,094","12,675,758",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
씨유박스,"AI얼굴인식 시스템, AI얼굴인증 솔루션, AI 객체인식 솔루션, AI데이터 플랫폼",,340810,대한민국,신규상장,주권,2023-05-19,,"신한투자증권 주식회사,SK증권(주)",소프트웨어 개발 및 공급업,500,"15,000","22,500,000","9,966,633",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
모니터랩,"웹방화벽,유해사이트솔루션,가시성SSL 솔루션, SASE플랫폼기반 SECaaS",,434480,대한민국,신규상장,주권,2023-05-19,,미래에셋증권 주식회사,소프트웨어 개발 및 공급업,100,"9,800","19,600,000","11,788,850",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
큐라켐,방사성동위원소 표지화합물 합성,,456190,대한민국,신규상장,주권,2023-05-18,,아이비케이투자증권(주),의료용품 및 기타 의약 관련제품 제조업,500,-,-,"1,754,286",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
트루엔,"IP 카메라, 영상스트리밍솔루션, IoT기기 및 서비스",,417790,대한민국,신규상장,주권,2023-05-17,,미래에셋증권 주식회사,영상 및 음향기기 제조업,100,"12,000","30,000,000","10,999,650",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
키움제8호스팩,기업 인수합병,,446840,대한민국,신규상장,주권,2023-05-17,,키움증권(주),금융 지원 서비스업,100,"2,000","10,000,000","5,880,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼미금속,상용차/중장비/선박엔진 부품,,012210,대한민국,신규상장,주권,2023-05-16,,아이비케이투자증권(주),기타 금속 가공제품 제조업,500,-,-,"31,599,885",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
에스바이오메딕스,줄기세포 치료제 연구 및 개발,,304360,대한민국,신규상장,주권,2023-05-04,,미래에셋증권 주식회사,의약품 제조업,500,"18,000","13,500,000","10,992,276",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
토마토시스템,"UI/UX솔루션, 대학정보화사업 SW",,393210,대한민국,이전상장,주권,2023-04-27,,교보증권(주),소프트웨어 개발 및 공급업,500,"18,200","15,652,000","5,194,222",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
마이크로투나노,메모리 테스트용 프로브 카드,,424980,대한민국,신규상장,주권,2023-04-26,,한국투자증권(주),반도체 제조업,500,"15,500","15,500,000","5,918,890",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
SK오션플랜트,해상풍력 하부구조물,,100090,대한민국,이전상장,주권,2023-04-19,,"한국투자증권(주),삼성증권(주)",1차 철강 제조업,500,-,-,"53,235,012",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
노보믹스,위암 예후예측 진단키트,,283100,대한민국,신규상장,주권,2023-04-19,,대신증권(주),자연과학 및 공학 연구개발업,500,-,-,"6,531,568",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
삼성FN리츠,대치타워 및 에스원빌딩,,448730,대한민국,신규상장,부동산투자회사,2023-04-10,,"한국투자증권(주),삼성증권(주)",부동산 임대 및 공급업,500,"5,000","118,900,000","77,300,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
현대그린푸드,"푸드서비스(단체급식), 식자재유통서비스, 공산품/생식품 유통서비스",,453340,대한민국,재상장,주권,2023-04-10,,삼성증권(주),종합 소매업,500,-,-,"33,880,914",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
미래에셋비전스팩3호,기업인수목적회사(기타금융서비스),,448830,대한민국,신규상장,주권,2023-04-07,,미래에셋증권 주식회사,금융 지원 서비스업,100,"2,000","9,000,000","4,920,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하나27호스팩,기업인수합병,,448370,대한민국,신규상장,주권,2023-04-06,,하나증권주식회사,금융 지원 서비스업,100,"2,000","10,000,000","5,620,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
IBKS제22호스팩,기업인수 및 합병,,448760,대한민국,신규상장,주권,2023-04-06,,IBK투자증권(주),금융 지원 서비스업,100,"2,000","8,000,000","4,430,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한화갤러리아,백화점,,452260,대한민국,재상장,주권,2023-03-31,,엔에이치투자증권(주),종합 소매업,500,-,-,"196,764,080",,,0.0,,, , ,, ,,,,,,,,,,,,,,,,,,,,,,,,
지아이이노베이션,면역항암제 및 알레르기 치료제,,358570,대한민국,신규상장,주권,2023-03-30,,"엔에이치투자증권(주),하나증권주식회사,삼성증권(주)",자연과학 및 공학 연구개발업,500,"13,000","26,000,000","22,004,200",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
LB인베스트먼트,중소기업 창업투자,,309960,대한민국,신규상장,주권,2023-03-29,,미래에셋증권 주식회사,기타 금융업,"1,000","5,100","23,552,040","23,217,239",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
한화리츠,부동산투자,,451800,대한민국,신규상장,부동산투자회사,2023-03-27,,"한국투자증권(주),한화투자증권(주)",부동산 임대 및 공급업,500,"5,000","116,000,000","70,600,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유안타제12호스팩,기업인수합병,,446150,대한민국,신규상장,주권,2023-03-17,,유안타증권(주),금융 지원 서비스업,100,"2,000","9,000,000","4,770,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래에셋드림스팩1호,기업인수합병,,442900,대한민국,신규상장,주권,2023-03-15,,미래에셋증권 주식회사,금융 지원 서비스업,500,"10,000","70,000,000","7,680,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
금양그린파워,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역",,282720,대한민국,신규상장,주권,2023-03-13,,삼성증권(주),전기 및 통신 공사업,500,"10,000","30,073,200","12,119,500",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
엔에이치스팩28호,기타 금융 지원 서비스업,,450410,대한민국,신규상장,주권,2023-03-09,,엔에이치투자증권(주),금융 지원 서비스업,100,"2,000","6,800,000","3,920,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
자람테크놀로지,"XGSPON, 기가와이어, 광트랜시버 등",,389020,대한민국,신규상장,주권,2023-03-07,,신영증권(주),반도체 제조업,500,"22,000","20,460,000","6,197,730",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
하나26호스팩,기업인수합병,,446750,대한민국,신규상장,주권,2023-03-07,,하나증권주식회사,금융 지원 서비스업,100,"2,000","11,000,000","6,030,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
나노팀,전기차용 방열제품,,417010,대한민국,신규상장,주권,2023-03-03,,한국투자증권(주),일반 목적용 기계 제조업,500,"13,000","26,650,000","19,154,328",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
바이오인프라,"생동성시험, 검체 분석",,199730,대한민국,신규상장,주권,2023-03-02,,DB증권주식회사,자연과학 및 공학 연구개발업,500,"21,000","13,650,000","4,796,867",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
삼성스팩8호,기업인수합병,,448740,대한민국,신규상장,주권,2023-03-02,,삼성증권(주),금융 지원 서비스업,500,"10,000","40,000,000","4,664,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
유안타제13호스팩,금융 지원 서비스,,449020,대한민국,신규상장,주권,2023-02-28,,유안타증권(주),금융 지원 서비스업,100,"2,000","17,000,000","9,730,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
미래에셋비전스팩2호,기업인수합병,,446190,대한민국,신규상장,주권,2023-02-24,,미래에셋증권 주식회사,금융 지원 서비스업,100,"2,000","9,300,000","4,950,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
이노진,"탈모케어제품(볼빅), 피부케어제품(Dr.메디션)",,344860,대한민국,이전상장,주권,2023-02-20,,IBK투자증권(주),기타 화학제품 제조업,100,"3,000","7,800,000","12,030,000",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
제이오,"탄소나노튜브, 금속탱크 및 유사용기",,418550,대한민국,신규상장,주권,2023-02-16,,한국투자증권(주),"건축기술, 엔지니어링 및 관련 기술 서비스업",100,"13,000","52,000,000","31,336,273",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
샌즈랩,사이버 위협 인텔리전스(CTI),,411080,대한민국,신규상장,주권,2023-02-15,,키움증권(주),소프트웨어 개발 및 공급업,100,"10,500","38,850,000","15,095,238",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
꿈비,"놀이방매트, 유아거실가구 등",,407400,대한민국,신규상장,주권,2023-02-09,,키움증권(주),가구 제조업,100,"5,000","10,000,000","7,938,930",,,0.0,,, , ,,0% ,,,,,,,,,,,,,,,,,,,,,,,,
